furnished,garage,garden,kitchen_equipment,kitchen_type,livable_surface,locality,number_of_bathrooms,number_of_bedrooms,number_of_facades,number_of_floors,price,property_code,property_url,state_of_the_property,surface_garden,surface_terrace,swimming_pool,terrace,total_land_surface,type_of_heating,type_of_property
No,Yes,No,,,70 m²,1170 Watermaal-Bosvoorde,1.0,2.0,2.0,8.0,  300 000 €  ,VBC86901,https://immovlan.be/en/detail/apartment/for-sale/1170/watermaal-bosvoorde/vbc86901,To be renovated,,20 m²,,Yes,,,Apartment
No,,,,Independent,53 m²,1190 Vorst,1.0,2.0,,,  205 000 €  ,RBT64823,https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/rbt64823,To be renovated,,,,,,Fuel oil,Apartment
Yes,,,,,47 m²,1000 Brussels,1.0,1.0,3.0,8.0,  237 500 €  ,RBT64736,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/rbt64736,Normal,,2 m²,,Yes,,Electricity,Apartment
No,,,Partially equipped,Kitchenette,31 m²,1030 Schaarbeek,1.0,0.0,,5.0,  120 000 €  ,VBC83890,https://immovlan.be/en/detail/studio/for-sale/1030/schaarbeek/vbc83890,Normal,,1 m²,No,Yes,,Electricity,Studio
No,,,,,90 m²,1082 Berchem-Sainte-Agathe,1.0,2.0,3.0,4.0,  269 000 €  ,VBC82731,https://immovlan.be/en/detail/apartment/for-sale/1082/berchem-sainte-agathe/vbc82731,,,,,,,Not specified,Apartment
No,Yes,Yes,Super equipped,,194 m²,1160 Oudergem,2.0,3.0,,2.0,  550 000 €  ,VBC73425,https://immovlan.be/en/detail/residence/for-sale/1160/oudergem/vbc73425,To be renovated,75 m²,38 m²,,Yes,165 m²,Gas,Residence
No,,,,,80 m²,1050 Elsene,1.0,1.0,,3.0,  250 000 €  ,VBC47407,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbc47407,To be renovated,,4 m²,,Yes,,Not specified,Apartment
No,Yes,Yes,Fully equipped,,64 m²,1080 Sint-Jans-Molenbeek,1.0,1.0,,,  210 000 €  ,VBC85253,https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/vbc85253,Normal,30 m²,7 m²,No,Yes,,,Apartment
,Yes,,Super equipped,Western kitchen,116 m²,1082 Berchem-Sainte-Agathe,1.0,3.0,,, Make offer from 349 000 €  ,VBC75918,https://immovlan.be/en/detail/apartment/for-sale/1082/berchem-sainte-agathe/vbc75918,Excellent,,22 m²,,Yes,,Gas,Apartment
No,,,,,76 m²,1000 Brussels,,2.0,,,  275 000 €  ,VBC67932,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc67932,Normal,,,,,,Gas,Apartment
No,Yes,,,,320 m²,1070 Anderlecht,1.0,5.0,,2.0,  795 000 €  ,VBC11095,https://immovlan.be/en/detail/residence/for-sale/1070/anderlecht/vbc11095,To be renovated,,,,Yes,576 m²,Gas,Residence
No,,,,,37 m²,1081 Koekelberg,1.0,,2.0,6.0,  140 000 €  ,VBC66911,https://immovlan.be/en/detail/studio/for-sale/1081/koekelberg/vbc66911,Normal,,,,,,Gas,Studio
,Yes,,Fully equipped,Western kitchen,86 m²,1070 Anderlecht,1.0,3.0,3.0,9.0,  245 000 €  ,VBC65804,https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbc65804,Normal,,8 m²,No,Yes,,,Apartment
No,Yes,,,,54 m²,1180 Ukkel,1.0,,2.0,6.0,  205 000 €  ,VBC60723,https://immovlan.be/en/detail/studio/for-sale/1180/ukkel/vbc60723,Normal,,,,,,Gas,Studio
No,,Yes,Fully equipped,,206 m²,1082 Berchem-Sainte-Agathe,1.0,4.0,,,  430 000 €  ,VBC77483,https://immovlan.be/en/detail/residence/for-sale/1082/berchem-sainte-agathe/vbc77483,Normal,70 m²,,No,Yes,,,Residence
No,Yes,Yes,Super equipped,,314 m²,1180 Ukkel,2.0,4.0,4.0,2.0,  1 395 000 €  ,VBC85221,https://immovlan.be/en/detail/villa/for-sale/1180/ukkel/vbc85221,Excellent,1300 m²,50 m²,No,Yes,1600 m²,Gas,Villa
No,Yes,Yes,Super equipped,,168 m²,1180 Ukkel,2.0,3.0,3.0,3.0,  695 000 €  ,VBC55884,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbc55884,New,277 m²,16 m²,No,Yes,,Hot air,Apartment
No,Yes,,Super equipped,,130 m²,1180 Ukkel,2.0,3.0,3.0,3.0,  595 000 €  ,VBC55883,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbc55883,New,,29 m²,No,Yes,,Hot air,Apartment
,,,Fully equipped,Independent,105 m²,1060 Sint-Gillis,1.0,2.0,3.0,5.0,  360 000 €  ,RWC39350,https://immovlan.be/en/detail/apartment/for-sale/1060/sint-gillis/rwc39350,Normal,,5 m²,No,Yes,,Gas,Apartment
No,Yes,,Fully equipped,Western kitchen,220 m²,1210 Sint-Joost-ten-Node,2.0,5.0,2.0,3.0,  549 000 €  ,VBC74194,https://immovlan.be/en/detail/mixed-building/for-sale/1210/sint-joost-ten-node/vbc74194,Normal,,40 m²,No,Yes,,,Mixed
,,,Not equipped,,,1090 Jette,1.0,,2.0,12.0,  135 000 €  ,RBT24872,https://immovlan.be/en/detail/studio/for-sale/1090/jette/rbt24872,Normal,,6 m²,No,Yes,,Gas,Studio
,,Yes,Super equipped,,,1140 Evere,2.0,3.0,2.0,4.0,  382 500 €  ,VBC66298,https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbc66298,Excellent,,,,Yes,,Gas,Apartment
No,Yes,,Fully equipped,,69 m²,1140 Evere,,1.0,,,  195 000 €  ,VBC75428,https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbc75428,Normal,,,No,,,,Apartment
No,Yes,,,,126 m²,1083 Ganshoren,1.0,3.0,,4.0,  260 000 €  ,VBC37606,https://immovlan.be/en/detail/apartment/for-sale/1083/ganshoren/vbc37606,Normal,,4 m²,No,Yes,,Fuel oil,Apartment
,Yes,,Not equipped,,268 m²,1180 Ukkel,3.0,4.0,,,  1 095 000 €  ,VBC33936,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbc33936,Excellent,,,,Yes,,Gas,Apartment
No,,,,,90 m²,1180 Ukkel,1.0,2.0,,4.0,  290 000 €  ,VBC73430,https://immovlan.be/en/detail/duplex/for-sale/1180/ukkel/vbc73430,To be renovated,,,,,,Not specified,Duplex
No,Yes,Yes,Super equipped,,375 m²,1180 Ukkel,3.0,3.0,4.0,3.0,  1 700 000 €  ,VBC69143,https://immovlan.be/en/detail/villa/for-sale/1180/ukkel/vbc69143,Excellent,477 m²,33 m²,No,Yes,637 m²,Gas,Villa
,,,Fully equipped,,67 m²,1070 Anderlecht,,2.0,,14.0, Start price 180 000 €  ,VBC76731,https://immovlan.be/en/detail/apartment/in-public-sale/1070/anderlecht/vbc76731,Normal,,,,Yes,,Gas,Apartment
,,,,,61 m²,1090 Jette,,2.0,2.0,,  229 000 €  ,VBC74361,https://immovlan.be/en/detail/apartment/for-sale/1090/jette/vbc74361,,,2 m²,,Yes,,Electricity,Apartment
,,,Fully equipped,,270 m²,1030 Schaarbeek,3.0,5.0,2.0,, Make offer from 745 000 €  ,VWD12930,https://immovlan.be/en/detail/residence/for-sale/1030/schaarbeek/vwd12930,Normal,,,,Yes,,Gas,Residence
,,Yes,Super equipped,,199 m²,1050 Elsene,3.0,6.0,2.0,,  768 000 €  ,VWD13466,https://immovlan.be/en/detail/master-house/for-sale/1050/elsene/vwd13466,Excellent,,2 m²,,Yes,,Gas,Master
No,Yes,No,Partially equipped,,,1000 Brussels,,,2.0,7.0,  180 000 €  ,VBC61945,https://immovlan.be/en/detail/studio/for-sale/1000/brussels/vbc61945,Normal,,20 m²,,Yes,,Gas,Studio
,,Yes,,,274 m²,1180 Ukkel,2.0,4.0,2.0,,  749 000 €  ,VBC73052,https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbc73052,,50 m²,20 m²,,Yes,177 m²,Gas,Residence
No,,,Super equipped,,588 m²,1040 Etterbeek,2.0,4.0,2.0,3.0,  1 450 000 €  ,VBC64320,https://immovlan.be/en/detail/mixed-building/for-sale/1040/etterbeek/vbc64320,Excellent,,,No,Yes,600 m²,Gas,Mixed
,,Yes,,,274 m²,1180 Ukkel,2.0,4.0,2.0,,  749 000 €  ,VBC46153,https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbc46153,,60 m²,20 m²,,Yes,190 m²,Gas,Residence
,,,Not equipped,,76 m²,1081 Koekelberg,,2.0,2.0,7.0,  235 000 €  ,RBS60995,https://immovlan.be/en/detail/apartment/for-sale/1081/koekelberg/rbs60995,Excellent,,9 m²,No,Yes,,Gas,Apartment
,Yes,,Fully equipped,,110 m²,1200 Sint-Lambrechts-Woluwe,2.0,3.0,,5.0,  425 000 €  ,VWD12851,https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vwd12851,Excellent,,20 m²,,Yes,,Not specified,Apartment
,Yes,,,,203 m²,1050 Elsene,1.0,3.0,3.0,,  895 000 €  ,VBC28783,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbc28783,,,7 m²,,Yes,,Gas,Apartment
No,,,,,339 m²,1000 Brussels,2.0,4.0,2.0,3.0,  549 000 €  ,VBC54906,https://immovlan.be/en/detail/residence/for-sale/1000/brussels/vbc54906,To be renovated,,16 m²,,Yes,136 m²,Gas,Residence
No,,No,Not equipped,,27 m²,1070 Anderlecht,,,,5.0,  180 000 €  ,VBC86836,https://immovlan.be/en/detail/studio/for-sale/1070/anderlecht/vbc86836,Excellent,,,,No,,Gas,Studio
,,Yes,Fully equipped,,81 m²,1000 Brussels,1.0,2.0,,,  315 000 €  ,RBT64229,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/rbt64229,,,,No,Yes,,Gas,Apartment
No,,Yes,Super equipped,,175 m²,1160 Oudergem,1.0,3.0,2.0,,  550 000 €  ,VBC86719,https://immovlan.be/en/detail/residence/for-sale/1160/oudergem/vbc86719,Normal,24 m²,,No,Yes,117 m²,Gas,Residence
,Yes,,Super equipped,,175 m²,1000 Brussels,2.0,3.0,,9.0,  795 000 €  ,VBC86483,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc86483,To be renovated,,19 m²,No,Yes,,Gas,Apartment
,,,,Independent,110 m²,1050 Elsene,1.0,2.0,,3.0,  345 000 €  ,VBC86330,https://immovlan.be/en/detail/duplex/for-sale/1050/elsene/vbc86330,To be renovated,,,,Yes,,,Duplex
,,Yes,Super equipped,,60 m²,1050 Elsene,1.0,1.0,,3.0,  355 000 €  ,VBC86329,https://immovlan.be/en/detail/ground-floor/for-sale/1050/elsene/vbc86329,Excellent,50 m²,15 m²,,Yes,,Gas,Ground
No,,,Partially equipped,Kitchenette,72 m²,1000 Brussels,1.0,2.0,2.0,4.0,  180 000 €  ,VBC86319,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc86319,To renovate,,15 m²,No,Yes,,Gas,Apartment
No,,,,,87 m²,1090 Jette,1.0,1.0,2.0,4.0,  205 000 €  ,VBC86318,https://immovlan.be/en/detail/apartment/for-sale/1090/jette/vbc86318,Normal,,7 m²,No,Yes,,Gas,Apartment
,,,,,60 m²,1050 Elsene,1.0,1.0,,3.0,  239 000 €  ,VBC86183,https://immovlan.be/en/detail/studio/for-sale/1050/elsene/vbc86183,To be renovated,,,,Yes,,,Studio
No,Yes,,,,92 m²,1160 Oudergem,1.0,2.0,3.0,,  325 000 €  ,VBC85931,https://immovlan.be/en/detail/apartment/for-sale/1160/oudergem/vbc85931,To renovate,,3 m²,,Yes,,Gas,Apartment
,,,,,,1000 Brussels,,100.0,4.0,,  13 000 000 €  ,VBC85857,https://immovlan.be/en/detail/residence/for-sale/1000/brussels/vbc85857,,,,,,,,Residence
,,,,,,1000 Brussels,,4.0,2.0,,  5 000 000 €  ,VBC85831,https://immovlan.be/en/detail/master-house/for-sale/1000/brussels/vbc85831,,,,,,,,Master
No,,Yes,,,150 m²,1083 Ganshoren,1.0,3.0,2.0,,  399 000 €  ,VBC69545,https://immovlan.be/en/detail/residence/for-sale/1083/ganshoren/vbc69545,Normal,45 m²,15 m²,No,Yes,120 m²,Gas,Residence
No,,,,,55 m²,1080 Sint-Jans-Molenbeek,1.0,1.0,,4.0,  179 000 €  ,VBC69544,https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/vbc69544,Normal,,,,,,Electricity,Apartment
,,,Super equipped,,72 m²,1030 Schaarbeek,1.0,1.0,,3.0,  240 000 €  ,VBC85596,https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbc85596,To renovate,,3 m²,No,Yes,,Gas,Apartment
No,,,Super equipped,,85 m²,1140 Evere,1.0,2.0,3.0,4.0, Make offer from 275 000 €  ,VBC85593,https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbc85593,Fully renovated,,18 m²,No,Yes,,Gas,Apartment
,Yes,,,,90 m²,1080 Sint-Jans-Molenbeek,1.0,2.0,2.0,9.0,  245 000 €  ,VBC85491,https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/vbc85491,Normal,,15 m²,No,Yes,,,Apartment
No,,,Super equipped,,73 m²,1090 Jette,1.0,2.0,2.0,7.0,  249 000 €  ,VBC85451,https://immovlan.be/en/detail/apartment/for-sale/1090/jette/vbc85451,Normal,,,No,,,Gas,Apartment
No,,,,,92 m²,1160 Oudergem,1.0,2.0,3.0,,  315 000 €  ,VBC85306,https://immovlan.be/en/detail/apartment/for-sale/1160/oudergem/vbc85306,To renovate,,,,Yes,,Gas,Apartment
No,Yes,,Super equipped,,104 m²,1140 Evere,2.0,3.0,3.0,4.0,  508 560 €  ,VBC57262,https://immovlan.be/en/detail/penthouse/for-sale/1140/evere/vbc57262,New,,34 m²,No,Yes,,Gas,Penthouse
No,,Yes,Super equipped,,75 m²,1040 Etterbeek,1.0,2.0,,3.0,  345 000 €  ,VBC84573,https://immovlan.be/en/detail/apartment/for-sale/1040/etterbeek/vbc84573,Normal,,,,,,Gas,Apartment
,,Yes,Not equipped,,155 m²,1040 Etterbeek,2.0,4.0,2.0,3.0,  395 000 €  ,VBC83709,https://immovlan.be/en/detail/residence/for-sale/1040/etterbeek/vbc83709,To be renovated,15 m²,,No,,57 m²,Gas,Residence
No,,Yes,,,120 m²,1160 Oudergem,2.0,3.0,4.0,,  350 000 €  ,VBC84322,https://immovlan.be/en/detail/apartment/for-sale/1160/oudergem/vbc84322,To renovate,,7 m²,,Yes,,Gas,Apartment
Yes,,,Super equipped,,42 m²,1030 Schaarbeek,1.0,0.0,2.0,8.0,  185 000 €  ,VBC84045,https://immovlan.be/en/detail/studio/for-sale/1030/schaarbeek/vbc84045,Excellent,,,No,,,,Studio
No,Yes,,Super equipped,,86 m²,1080 Sint-Jans-Molenbeek,1.0,2.0,2.0,8.0,  285 000 €  ,VBC84013,https://immovlan.be/en/detail/penthouse/for-sale/1080/sint-jans-molenbeek/vbc84013,Excellent,,36 m²,No,Yes,,Gas,Penthouse
,,,,,90 m²,1060 Sint-Gillis,1.0,2.0,2.0,,  345 000 €  ,VBC83467,https://immovlan.be/en/detail/apartment/for-sale/1060/sint-gillis/vbc83467,Normal,,,No,,,Gas,Apartment
No,Yes,,Super equipped,,152 m²,1050 Elsene,2.0,3.0,2.0,,  820 000 €  ,VBC83180,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbc83180,Excellent,,1 m²,No,Yes,,,Apartment
No,Yes,,Super equipped,,152 m²,1000 Brussels,2.0,3.0,2.0,,  820 000 €  ,VBC83179,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc83179,Excellent,,1 m²,No,Yes,,,Apartment
No,Yes,,Super equipped,,88 m²,1200 Sint-Lambrechts-Woluwe,2.0,2.0,2.0,4.0,  460 000 €  ,VBC83178,https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbc83178,New,,6 m²,No,Yes,,,Apartment
No,,,Super equipped,,120 m²,1030 Schaarbeek,2.0,3.0,3.0,4.0, Make offer from 399 000 €  ,VBC83050,https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbc83050,Normal,,8 m²,No,Yes,,Gas,Apartment
No,Yes,,Fully equipped,Western kitchen,108 m²,1080 Sint-Jans-Molenbeek,1.0,2.0,,4.0,  230 000 €  ,VBC83049,https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/vbc83049,Normal,,4 m²,No,Yes,,Fuel oil,Apartment
Yes,Yes,,Super equipped,,56 m²,1030 Schaarbeek,1.0,1.0,2.0,3.0,  289 000 €  ,VBC82994,https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbc82994,Excellent,,,No,,,,Apartment
No,,,,Independent,82 m²,1040 Etterbeek,1.0,2.0,2.0,6.0,  250 000 €  ,VBC82991,https://immovlan.be/en/detail/ground-floor/for-sale/1040/etterbeek/vbc82991,To be renovated,,4 m²,No,Yes,,Fuel oil,Ground
No,,Yes,Super equipped,,66 m²,1040 Etterbeek,1.0,2.0,,3.0,  295 000 €  ,VBC82902,https://immovlan.be/en/detail/apartment/for-sale/1040/etterbeek/vbc82902,Normal,,,,,,Gas,Apartment
No,,Yes,,,66 m²,1040 Etterbeek,1.0,2.0,,3.0,  290 000 €  ,VBC82901,https://immovlan.be/en/detail/apartment/for-sale/1040/etterbeek/vbc82901,Normal,,,,,,Gas,Apartment
No,,Yes,,,75 m²,1040 Etterbeek,1.0,1.0,,3.0,  345 000 €  ,VBC82900,https://immovlan.be/en/detail/apartment/for-sale/1040/etterbeek/vbc82900,Normal,,,,,,Gas,Apartment
No,,,Super equipped,,55 m²,1030 Schaarbeek,1.0,1.0,3.0,7.0, Make offer from 199 000 €  ,VBC82541,https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbc82541,Normal,,,No,,,Gas,Apartment
,Yes,,Super equipped,,92 m²,1030 Schaarbeek,1.0,2.0,2.0,4.0, Make offer from 330 000 €  ,VBC82455,https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbc82455,Normal,,,No,Yes,,,Apartment
No,,,Super equipped,,200 m²,1030 Schaarbeek,2.0,4.0,,5.0,  625 000 €  ,VBC82224,https://immovlan.be/en/detail/duplex/for-sale/1030/schaarbeek/vbc82224,Excellent,,12 m²,No,Yes,,Gas,Duplex
No,Yes,Yes,Fully equipped,Western kitchen,400 m²,1083 Ganshoren,1.0,4.0,2.0,4.0,  599 000 €  ,VBC82142,https://immovlan.be/en/detail/residence/for-sale/1083/ganshoren/vbc82142,To renovate,170 m²,28 m²,No,Yes,645 m²,Gas,Residence
,,Yes,Super equipped,,110 m²,1180 Ukkel,1.0,2.0,3.0,1.0,  550 000 €  ,VBC82030,https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbc82030,To renovate,160 m²,,No,,223 m²,Gas,Residence
,Yes,Yes,Super equipped,,540 m²,1082 Berchem-Sainte-Agathe,3.0,8.0,2.0,,  890 000 €  ,VBC81775,https://immovlan.be/en/detail/mixed-building/for-sale/1082/berchem-sainte-agathe/vbc81775,Normal,80 m²,,Yes,Yes,380 m²,Gas,Mixed
No,Yes,,Fully equipped,Western kitchen,90 m²,1080 Sint-Jans-Molenbeek,1.0,2.0,2.0,5.0,  259 000 €  ,VBC80874,https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/vbc80874,Excellent,,,No,Yes,,Gas,Apartment
,Yes,,Fully equipped,Western kitchen,150 m²,1070 Anderlecht,1.0,3.0,,12.0,  295 000 €  ,RBT41365,https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/rbt41365,To be renovated,,8 m²,No,Yes,,Gas,Apartment
,Yes,Yes,Super equipped,,260 m²,1200 Sint-Lambrechts-Woluwe,1.0,4.0,2.0,5.0,  750 000 €  ,VBC80215,https://immovlan.be/en/detail/residence/for-sale/1200/sint-lambrechts-woluwe/vbc80215,Normal,96 m²,29 m²,No,Yes,192 m²,Gas,Residence
,,,,,88 m²,1180 Ukkel,1.0,2.0,2.0,4.0,  360 000 €  ,VBC79798,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbc79798,Excellent,,,No,,,Gas,Apartment
,,,,,103 m²,1180 Ukkel,1.0,2.0,2.0,4.0,  380 000 €  ,VBC79797,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbc79797,Excellent,,,No,,,Gas,Apartment
,,,,,110 m²,1180 Ukkel,1.0,2.0,2.0,4.0,  390 000 €  ,VBC79796,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbc79796,Excellent,,,No,Yes,,Gas,Apartment
,,,,,108 m²,1090 Jette,1.0,2.0,2.0,5.0,  290 000 €  ,VBC79658,https://immovlan.be/en/detail/apartment/for-sale/1090/jette/vbc79658,Normal,,,No,,,Gas,Apartment
,,,Partially equipped,Kitchenette,91 m²,1090 Jette,1.0,2.0,2.0,5.0,  280 000 €  ,VBC79655,https://immovlan.be/en/detail/apartment/for-sale/1090/jette/vbc79655,Normal,,,No,,,Gas,Apartment
,,,,,69 m²,1090 Jette,1.0,1.0,2.0,5.0,  225 000 €  ,VBC79654,https://immovlan.be/en/detail/apartment/for-sale/1090/jette/vbc79654,Normal,,,No,,,Gas,Apartment
,,Yes,,,102 m²,1090 Jette,1.0,2.0,2.0,5.0,  280 000 €  ,VBC79653,https://immovlan.be/en/detail/apartment/for-sale/1090/jette/vbc79653,Normal,26 m²,,No,Yes,,Gas,Apartment
,,,Partially equipped,Kitchenette,115 m²,1090 Jette,1.0,2.0,2.0,5.0,  300 000 €  ,VBC79652,https://immovlan.be/en/detail/apartment/for-sale/1090/jette/vbc79652,Normal,,,No,,,Gas,Apartment
,,,Partially equipped,Kitchenette,128 m²,1090 Jette,2.0,3.0,2.0,5.0,  345 000 €  ,VBC79651,https://immovlan.be/en/detail/apartment/for-sale/1090/jette/vbc79651,Normal,,,No,,,Gas,Apartment
,,Yes,Partially equipped,Kitchenette,128 m²,1090 Jette,2.0,3.0,2.0,5.0,  335 000 €  ,VBC79650,https://immovlan.be/en/detail/apartment/for-sale/1090/jette/vbc79650,Normal,29 m²,,No,Yes,,Gas,Apartment
,,Yes,Fully equipped,Western kitchen,107 m²,1180 Ukkel,1.0,2.0,2.0,5.0,  375 000 €  ,VBC79445,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbc79445,To renovate,,,No,Yes,,Gas,Apartment
Yes,,,Super equipped,,150 m²,1050 Elsene,,5.0,2.0,2.0, Make offer from 649 000 €  ,VBC79438,https://immovlan.be/en/detail/residence/for-sale/1050/elsene/vbc79438,Fully renovated,,10 m²,No,Yes,51 m²,Gas,Residence
No,,Yes,Partially equipped,,200 m²,1180 Ukkel,1.0,4.0,2.0,,  595 000 €  ,VBC79345,https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbc79345,To be renovated,30 m²,20 m²,,Yes,150 m²,Gas,Residence
No,Yes,,Super equipped,,171 m²,1050 Elsene,2.0,3.0,2.0,6.0,  795 000 €  ,VBC79259,https://immovlan.be/en/detail/penthouse/for-sale/1050/elsene/vbc79259,Excellent,,30 m²,No,Yes,,Gas,Penthouse
,,Yes,Not equipped,,277 m²,1050 Elsene,2.0,5.0,2.0,2.0,  900 000 €  ,VBC79059,https://immovlan.be/en/detail/residence/for-sale/1050/elsene/vbc79059,To be renovated,35 m²,,No,,104 m²,Gas,Residence
,,,Partially equipped,Kitchenette,65 m²,1060 Sint-Gillis,1.0,1.0,,, Make offer from 209 000 €  ,VBC78874,https://immovlan.be/en/detail/apartment/for-sale/1060/sint-gillis/vbc78874,Normal,,,,,,Gas,Apartment
,,Yes,,Independent,170 m²,1180 Ukkel,1.0,4.0,2.0,1.0,  475 000 €  ,VBC78745,https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbc78745,To be renovated,,,,,170 m²,Gas,Residence
,,,,,38 m²,1180 Ukkel,1.0,0.0,2.0,4.0,  145 000 €  ,VBC77503,https://immovlan.be/en/detail/studio/for-sale/1180/ukkel/vbc77503,Normal,,8 m²,No,Yes,,Electricity,Studio
,,,Super equipped,,100 m²,1060 Sint-Gillis,1.0,2.0,2.0,4.0,  550 000 €  ,VBC76750,https://immovlan.be/en/detail/apartment/for-sale/1060/sint-gillis/vbc76750,Fully renovated,,,No,Yes,,Electricity,Apartment
,,,Partially equipped,Kitchenette,110 m²,1030 Schaarbeek,1.0,2.0,2.0,3.0,  310 000 €  ,VBC76737,https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbc76737,Normal,,,No,,,Gas,Apartment
No,,,Fully equipped,Western kitchen,192 m²,1160 Oudergem,1.0,3.0,2.0,,  425 000 €  ,VBC76562,https://immovlan.be/en/detail/mixed-building/for-sale/1160/oudergem/vbc76562,Normal,,,No,,95 m²,Not specified,Mixed
No,,Yes,,Independent,142 m²,1160 Oudergem,1.0,3.0,2.0,,  525 000 €  ,VBC76561,https://immovlan.be/en/detail/residence/for-sale/1160/oudergem/vbc76561,To be renovated,,,No,Yes,,Gas,Residence
No,,,,,150 m²,1040 Etterbeek,2.0,3.0,2.0,3.0,  375 000 €  ,VBC76182,https://immovlan.be/en/detail/triplex/for-sale/1040/etterbeek/vbc76182,To be renovated,,7 m²,No,Yes,,Gas,Triplex
No,,Yes,,,63 m²,1080 Sint-Jans-Molenbeek,,2.0,,,  170 000 €  ,VBC75297,https://immovlan.be/en/detail/ground-floor/for-sale/1080/sint-jans-molenbeek/vbc75297,To be renovated,45 m²,,,Yes,,Fuel oil,Ground
,,,,,54 m²,1120 Neder-Over-Heembeek,1.0,1.0,2.0,4.0,  199 000 €  ,VBC74457,https://immovlan.be/en/detail/apartment/for-sale/1120/neder-over-heembeek/vbc74457,Normal,,,No,Yes,,Gas,Apartment
No,,,,,75 m²,1083 Ganshoren,1.0,1.0,2.0,5.0,  230 000 €  ,VBC73457,https://immovlan.be/en/detail/ground-floor/for-sale/1083/ganshoren/vbc73457,,,,,,,Gas,Ground
Yes,,,Super equipped,,33 m²,1000 Brussels,1.0,0.0,2.0,7.0,  180 000 €  ,VBC73830,https://immovlan.be/en/detail/studio/for-sale/1000/brussels/vbc73830,Excellent,,,No,,,Electricity,Studio
,Yes,,Super equipped,,239 m²,1040 Etterbeek,3.0,5.0,,8.0,  1 000 000 €  ,VBC72366,https://immovlan.be/en/detail/apartment/for-sale/1040/etterbeek/vbc72366,Normal,,45 m²,No,Yes,,Gas,Apartment
,Yes,,,,140 m²,1000 Brussels,2.0,3.0,2.0,3.0,  460 000 €  ,VBC72268,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc72268,Excellent,,,No,,,,Apartment
,,Yes,Fully equipped,Western kitchen,250 m²,1190 Vorst,3.0,5.0,2.0,2.0,  785 000 €  ,VBC72266,https://immovlan.be/en/detail/residence/for-sale/1190/vorst/vbc72266,To be renovated,57 m²,23 m²,,Yes,180 m²,Gas,Residence
,,,Fully equipped,Western kitchen,82 m²,1000 Brussels,1.0,1.0,,3.0,  235 000 €  ,VBC72262,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc72262,Normal,,,,,,Gas,Apartment
,Yes,Yes,Super equipped,,180 m²,1082 Berchem-Sainte-Agathe,2.0,4.0,3.0,,  625 000 €  ,RBT26425,https://immovlan.be/en/detail/residence/for-sale/1082/berchem-sainte-agathe/rbt26425,Excellent,,,No,Yes,408 m²,Gas,Residence
